Magnitude,Depth,destruction,Victim's reaction,Intensity
6.5,83,4,5,6
7.3,10,4,5,6
6.8,13.7,4,5,6
6.6,22,5,6,7
7,23,5,6,7
5.8,10,5,6,7
7,13,8,9,10
6.7,25,4,5,6
5.5,8,3,4,5
5,10,5,6,7
7.9,43,8,9,10
6.7,33,3,4,5
6.5,32,3,4,5
7.5,35,3,4,5
6.7,64,3,4,5
6.7,10,4,5,6
7.1,126,4,5,6
7.3,12,9,10,11
6.5,529,1,2,3
6.8,33,4,5,6
7.7,10,6,7,8
7.3,25,5,6,7
6.7,10,3,4,5
6.3,10,7,8,9
7.6,25,7,8,9
6.5,30,4,5,6
8.5,13,7,8,9
5.9,10,7,8,9
7.3,165.49,5,6,7
8.6,15,9,10,11
4.7,16,4,5,6
7.1,28.4,4,5,6
6.6,131.8,4,5,6
6.6,27,3,4,5
7.6,33,3,4,5
7.7,15,2,3,4
6.6,91.1,3,4,5
7,39,5,6,7
6.9,10,5,6,7
7.1,9,7,8,9
6.9,35,3,4,5
7,38,6,7,8
7.1,10,5,6,7
7.6,30,5,6,7
6.4,10,6,7,8
7.6,24,5,6,7
7.6,30,7,8,9
6.5,17,5,6,7
7.6,35,8,9,10
7,130,5,6,7
5.3,100,5,6,7
6.6,53,3,4,5
7.5,115,5,6,7
5.6,21,5,6,7
7.6,60,7,8,9
7.7,33,4,5,6
8.5,30,9,10,11
6.3,19,6,7,8
7,73,5,6,7
7.1,15,7,8,9
7.4,31.1,5,6,7
4.9,13,5,6,7
6.8,65,7,8,9
7.5,57,4,5,6
7.1,40,4,5,6
7,40,6,7,8
5.6,13,6,7,8
7.1,10,8,9,10
5.5,70,8,9,10
7.1,58,5,6,7
5.5,8,2,3,4
7,10,3,4,5
8.7,30,6,7,8
7.9,100,8,9,10
7.1,206.7,3,4,5
7.3,10,7,8,9
7.4,6,7,8,9
6.7,17,4,5,6
6.2,10,4,5,6
7.6,17,5,6,7
6.2,155,4,5,6
7.2,16,8,9,10
7.5,10,7,8,9
7.7,20,7,8,9
7.3,35,5,6,7
8.4,34,6,7,8
6.5,29,3,4,5
6.6,96,4,5,6
5.9,15,5,6,7
7,48,5,6,7
6.8,164.2,3,4,5
6.9,19.73,4,5,6
7,115,5,6,7
6.6,33,6,7,8
6.5,42.9,4,5,6
5.8,6,5,6,7
7,40,6,7,8
6.8,10,4,5,6
6.8,44,4,5,6
6.5,577,0,1,2
6.8,35,4,5,6
6.9,29,4,5,6
7.2,10,4,5,6
5.8,10,4,5,6
6.7,127.9,4,5,6
5.6,10,5,6,7
5.7,6,6,7,8
7.8,8.22,7,8,9
6.6,12.2,3,4,5
8.3,30,8,9,10
6.5,122,3,4,5
6.5,9,5,6,7
7.6,17,5,6,7
7.8,15.11,7,8,9
7.1,19.04,6,7,8
6.1,33,6,7,8
5.7,10,5,6,7
7.2,78,4,5,6
6.9,24,5,6,7
7,30,5,6,7
6.8,21,3,4,5
6.2,5,4,5,6
5,8,6,7,8
7.7,15,7,8,9
7.3,627.17,1,2,3
6.7,24,5,6,7
5.4,5,5,6,7
7.3,12,9,10,11
7,579,1,2,3
7.6,15,8,9,10
6.9,10,5,6,7
6.4,20,6,7,8
7.4,36,4,5,6
6.6,16,4,5,6
5.5,30,6,7,8
6.5,10,5,6,7
5.8,11,5,6,7
6.8,39,3,4,5
4.6,33,3,4,5
6.5,228.4,2,3,4
7.3,33,8,9,10
6.7,24,2,3,4
7.2,10,2,3,4
8,644.8,2,3,4
7.3,60,7,8,9
7,150,7,8,9
6.8,21,3,4,5
6.7,23,3,4,5
6.5,9,3,4,5
7.4,35,7,8,9
6.5,33,4,5,6
6.2,13,8,9,10
7.6,13,5,6,7
5.7,10,6,7,8
7,10,8,9,10
8.5,13,7,8,9
8,27.9,7,8,9
6.6,20,4,5,6
6.7,24,3,4,5
6.9,4,6,7,8
5.3,10,4,5,6
4.7,18,4,5,6
6.5,13,4,5,6
6.6,19,5,6,7
6.6,10,2,3,4
6.8,630.379,1,2,3
5.5,10,5,6,7
6.3,14,3,4,5
6.8,12,5,6,7
6.9,28,7,8,9
6.6,10,5,6,7
8.1,34,7,8,9
6.9,8,7,8,9
7.9,33,6,7,8
7,66,5,6,7
8.1,13,7,8,9
7.3,146.82,4,5,6
7,13,8,9,10
7.6,96,6,7,8
7.3,35,5,6,7
6.6,16,4,5,6
5.9,16,6,7,8
6,33,5,6,7
5.5,33,4,5,6
7,10,3,4,5
7,39,5,6,7
7.7,583.2,2,3,4
7.7,23.5,6,7,8
7.2,33,4,5,6
7,16.6,5,6,7
5.7,5,6,7,8
6.9,33.3,2,3,4
8.3,60,8,9,10
7.8,27,7,8,9
6.9,15,8,9,10
6.7,33,3,4,5
6.4,19,6,7,8
7,80,3,4,5
7,114.1,5,6,7
6.8,12,5,6,7
6.9,596.4,1,2,3
6.7,11,4,5,6
7.6,116,6,7,8
6.9,13,2,3,4
7.2,179.3,4,5,6
6.6,24,6,7,8
7.1,21.43,3,4,5
6.6,40,4,5,6
5.9,48,4,5,6
5.6,12,6,7,8
6,10,5,6,7
7,68,5,6,7
6.6,33,4,5,6
5.3,10,6,7,8
6.7,27.4,4,5,6
7.6,13,5,6,7
8.2,46,7,8,9
6.7,12,5,6,7
7.1,102,5,6,7
7.8,59.3,7,8,9
7.7,40,5,6,7
5.6,18,6,7,8
7.7,48,6,7,8
5,4,7,8,9
6.7,15,9,10,11
6.7,10,6,7,8
6.8,33,5,6,7
6.3,10,8,9,10
6.2,18,7,8,9
7.6,10,7,8,9
6.4,13,7,8,9
8.3,30,8,9,10
6.5,9,5,6,7
7.2,32,4,5,6
6.7,19,4,5,6
8.7,33,7,8,9
6.7,46,4,5,6
7.8,28,6,7,8
8.2,600,2,3,4
6.8,35,4,5,6
4.6,33,3,4,5
7.8,69,6,7,8
5.2,23,3,4,5
7,185.1,3,4,5
6.7,3,6,7,8
6.9,6.43,5,6,7
4.9,10,5,6,7
6.5,41.54,2,3,4
6.7,12,5,6,7
7.4,31.1,5,6,7
7.5,31,4,5,6
7.6,10,4,5,6
7.6,55,5,6,7
6.6,24,6,7,8
6.9,188.6,3,4,5
7.3,60,7,8,9
7.1,42,5,6,7
6.4,5,3,4,5
6.9,20,3,4,5
6.2,194,4,5,6
4.5,10,0,1,2
6.5,44.26,1,2,3
6.7,40.8,2,3,4
7.5,60,9,10,11
7.8,8,6,7,8
5.7,8,8,9,10
7.7,20.2,2,3,4
7.2,25,8,9,10
4.2,5,4,5,6
5,9,3,4,5
5.9,33,8,9,10
6,23,4,5,6
6.6,18,4,5,6
6.9,26,7,8,9
7.8,69,6,7,8
6.5,125.1,3,4,5
6.3,12,7,8,9
6.9,29,5,6,7
8.4,34,6,7,8
6.8,150,3,4,5
6.7,12,3,4,5
6.9,30,5,6,7
8.4,33,6,7,8
6.8,33,5,6,7
7.2,56,8,9,10
6.9,11.19,2,3,4
6.9,13,2,3,4
6.8,150,3,4,5
5.3,8,6,7,8
5.7,20,6,7,8
6.8,40,3,4,5
6.6,10,5,6,7
5,6,5,6,7
7,43,5,6,7
6.5,20,3,4,5
6.7,13,3,4,5
6.5,10,4,5,6
6.7,206.3,2,3,4
7.7,196,4,5,6
6.6,33,4,5,6
7.1,141.9,4,5,6
7,21,6,7,8
5.9,38,4,5,6
7.3,16,3,4,5
6.8,15.4,4,5,6
6.2,19,5,6,7
5.1,26,5,6,7
6.5,63.4,4,5,6
7.1,58,5,6,7
6.6,13,7,8,9
6.8,16,4,5,6
7.3,10,4,5,6
7,44,5,6,7
5.8,9,6,7,8
7.3,40,4,5,6
7.6,28.37,5,6,7
6.5,8.2,5,6,7
8.3,598.1,3,4,5
5.3,15,3,4,5
5.9,16,6,7,8
6.9,28,4,5,6
6.4,17,6,7,8
4.4,43,4,5,6
6.7,33,4,5,6
4.6,7,4,5,6
7.8,17.925,7,8,9
6.6,13,3,4,5
6.8,96,4,5,6
5.5,33,2,3,4
6.7,19.9,5,6,7
4.9,22,6,7,8
6.7,65.8,3,4,5
6.8,51.798,5,6,7
6.3,12,5,6,7
7.8,24,3,4,5
5,6,6,7,8
8.4,34,4,5,6
6.4,33,8,9,10
7.3,15,5,6,7
6.8,150,3,4,5
6.6,24,5,6,7
7.3,10,8,9,10
6.8,630.379,1,2,3
6.6,33,6,7,8
5.6,34,5,6,7
6.1,8,6,7,8
7.7,45,5,6,7
6.5,74,6,7,8
7,21,5,6,7
6.9,15,3,4,5
6.7,8,6,7,8
6.4,21,3,4,5
5.4,53,3,4,5
7.7,15,2,3,4
4.9,22,6,7,8
6.5,10,7,8,9
7.9,670.81,2,3,4
6.5,8.382,7,8,9
7.8,33,8,9,10
7.2,10,6,7,8
7,38,6,7,8
8,60.5,7,8,9
8.2,35,5,6,7
7.2,22,2,3,4
6.7,22,2,3,4
6.2,10,1,2,3
6.7,33,4,5,6
5.6,4,1,2,3
6.8,52,6,7,8
8.6,15,9,10,11
6.7,33,4,5,6
6.6,135,3,4,5
6.5,110.57,3,4,5
8.3,598.1,4,5,6
7.5,22,3,4,5
7.2,20,8,9,10
7,33.729,6,7,8
6.9,30,5,6,7
6.6,29,5,6,7
7.8,33,7,8,9
6.5,10,5,6,7
7.3,15,5,6,7
6.7,34,3,4,5
7,552.06,4,5,6
6.6,18,5,6,7
6.7,25,6,7,8
6.7,13,3,4,5
6.4,10,6,7,8
6.6,17,5,6,7
7,20,6,7,8
7,33,5,6,7
6.7,27.59,3,4,5
5.9,13,7,8,9
7.6,240,5,6,7
6.7,26.59,3,4,5
7.7,10,2,3,4
5.9,10,5,6,7
6.7,11,5,6,7
6.2,21,6,7,8
7.4,35,3,4,5
6.6,19,4,5,6
6.5,2.7,6,7,8
6.9,33,4,5,6
6.9,615.42,4,5,6
8.6,25,6,7,8
6.7,624,1,2,3
6.8,50,3,4,5
6.8,80,7,8,9
6.8,10,2,3,4
5.8,6,4,5,6
7.4,36,4,5,6
7.2,16.37,3,4,5
6.7,12,5,6,7
7,68,5,6,7
7.8,40,5,6,7
6.6,33,4,5,6
7,33,7,8,9
8.1,19,7,8,9
5.1,11,5,6,7
7.9,4.2,7,8,9
4.7,18,4,5,6
5.5,70,8,9,10
6.6,43.21,2,3,4
7.8,10,7,8,9
7.5,90,3,4,5
6.5,17,4,5,6
6,30,6,7,8
5.9,9,6,7,8
6.7,11,4,5,6
9,21.6,9,10,11
7.1,55.14,5,6,7
7.9,95,5,6,7
6.5,42.9,4,5,6
6.9,50,6,7,8
6.5,20,5,6,7
7.2,19,5,6,7
7.2,9.987,7,8,9
7.3,28,3,4,5
5.4,4,5,6,7
6,30,4,5,6
6.8,38,4,5,6
8.2,60,8,9,10
5.9,9,1,2,3
7.8,20.1,5,6,7
5.6,10,6,7,8
4.6,20,4,5,6
7.8,15.11,7,8,9
7.7,14.86,4,5,6
6.3,10,6,6,8
6.2,35,7,8,9
7.8,21,7,8,9
6.5,20,4,5,6
6.7,32,4,5,6
7.9,33,4,5,6
7.1,40,5,6,7
4.5,10,2,3,4
7.9,14.06,2,3,4
8.7,30.3,4,5,6
7.2,39.2,4,5,6
7.7,22,6,7,8
7.3,385.5,2,3,4
6.5,209.976,2,3,4
5.2,10,5,6,7
7.2,16,8,9,10
7.2,179.3,4,5,6
4.5,10,0,1,2
6.8,13,2,3,4
6.6,40,4,5,6
7.8,25,7,8,9
5.2,42,1,2,3
7,14,5,6,7
6.9,33,3,4,5
6.5,69.1,4,5,6
5.1,20,2,3,4
7.9,10,7,8,9
7.9,40,7,8,9
7.1,18,7,8,9
6.7,8,3,4,5
5.8,45,4,5,6
6.9,29,5,6,7
6.9,10,2,3,4
6.6,591,1,2,3
6.4,15,5,6,7
7,30,7,8,9
6.8,13.7,4,5,6
7.1,9,7,8,9
6.8,38,4,5,6
6,70,6,7,8
6.5,10,5,6,7
8.1,22.79,5,6,7
5.7,20,6,7,8
7.3,28,3,4,5
6.7,35,4,5,6
7.3,23,8,9,10
6.6,27.8,2,3,4
6.8,38,4,5,6
7.6,26.943,6,7,8
7.6,96,6,7,8
7.3,16,8,9,10
7.6,33,5,6,7
5.9,70,6,7,8
4.8,5,2,3,4
7.1,10,8,9,10
7,552.06,4,5,6
6.7,55,5,6,7
6.5,187,2,3,4
7.1,15,7,8,9
7.2,20,5,6,7
6.5,21,4,5,6
6.9,9.97,3,4,5
8.6,40,7,8,9
7,10,8,9,10
6.8,20,5,6,7
6.8,10,3,4,5
6.7,12,3,4,5
6.9,29,5,6,7
6.9,30,5,6,7
6.5,63.4,4,5,6
7,12,7,8,9
8.2,25.1,4,5,6
8.1,18,4,5,6
7.1,33,4,5,6
6.5,10,5,6,7
6.9,136,4,5,6
6.7,10,7,8,9
8.6,33,9,10,11
7.1,46.7,6,7,8
7.5,30,6,7,8
5.3,18,6,7,8
7.7,16,7,8,9
6.9,145,3,4,5
7.8,20.1,5,6,7
7.1,34,4,5,6
7.5,33,7,8,9
7.9,20,9,10,11
6.8,540,1,2,3
7,80,3,4,5
6.8,20,4,5,6
6.6,17,5,6,7
7.1,23,3,4,5
7.1,10,5,6,7
6.8,79,4,5,6
8.5,70,9,10,11
7,70,6,7,8
6.7,3,6,7,8
7.9,4.2,7,8,9
6.4,9,7,8,9
7.1,35,4,5,6
7,147,4,5,6
6.5,8.2,5,6,7
7.3,28,7,8,9
7.3,11,4,5,6
7.1,49,7,8,9
6.5,33,3,4,5
6.7,20,5,6,7
7,143,4,5,6
6.7,65.8,3,4,5
6.7,24,4,5,6
6.6,35,2,3,4
6.7,34,4,5,6
6.9,10,5,6,7
7.9,94.54,5,6,7
5.8,16,6,7,8
8.6,20,5,6,7
6.9,107,5,6,7
6.9,11.19,2,3,4
6.6,33,4,5,6
7.4,23,6,7,8
7.3,10,6,7,8
6.7,35,4,5,6
6.8,20,4,5,6
5.6,26,6,7,8
7.3,212,4,5,6
6.8,12.5,6,7,8
5.6,15,6,7,8
6.6,16,6,7,8
5.2,22,4,5,6
8.1,19,7,8,9
6.8,18,5,6,7
7.7,17,6,7,8
7.9,94.54,5,6,7
6.4,21,3,4,5
5.4,10,5,6,7
6.9,12,2,3,4
6.6,131.8,4,5,6
5.3,33,5,6,7
6.7,16,5,6,7
7.1,25,7,8,9
7.1,630,1,2,3
6.3,20,7,8,9
7.9,25,3,4,5
6.5,20,3,4,5
7.4,29,4,5,6
6.9,51.6,4,5,6
7.3,165.49,5,6,7
7.1,43.063,5,6,7
7.6,22,6,7,8
6,10,2,3,4
7.8,8,6,7,8
7.9,670.81,2,3,4
7.1,42,5,6,7
6.4,15,4,5,6
6,18,1,2,3
7.7,30,8,9,10
6.5,59,5,6,7
4.7,5,3,4,5
7,10,9,10,11
6.9,21,3,4,5
6.7,63,6,7,8
7.6,19,5,6,7
7.8,20.6,6,7,8
6.5,10,4,5,6
8.4,33,6,7,8
6.8,20,7,8,9
6.6,21,5,6,7
6.7,71.9,3,4,5
6.7,23,3,4,5
7.2,24,6,7,8
6.5,112,3,4,5
7.3,40,4,5,6
4.9,10,4,5,6
6.6,9,5,6,7
7.4,16,8,9,10
6.6,35,2,3,4
5.7,17,6,7,8
6.9,12,2,3,4
8.2,11.5,6,7,8
6.7,624,1,2,3
7,100,5,6,7
7.6,116,6,7,8
6.2,13,8,9,10
6.8,33,7,8,9
6.7,33,4,5,6
7.7,60,7,8,9
6.9,615.42,4,5,6
7.7,24,6,7,8
6.7,110,3,4,5
7,21,5,6,7
6.9,24,5,6,7
6.9,145,3,4,5
6.9,10,3,4,5
7.2,167.404,4,5,6
7.4,23,5,6,7
6.7,44,8,9,10
5.8,10,7,8,9
6.5,10,3,4,5
6.6,10,2,3,4
6.3,16,7,8,9
8,27.9,7,8,9
6.9,50,6,7,8
6.5,15,6,7,8
6.3,15,7,8,9
6.7,11,2,3,4
7.7,10,7,8,9
5.9,10,5,6,7
6.7,10,3,4,5
6.5,38,3,4,5
6.8,22.86,4,5,6
7,18,5,6,7
6.9,9,4,5,6
6.6,16,4,5,6
6.8,46,5,6,7
7.9,42.6,5,6,7
6.8,150,3,4,5
6.5,11,3,4,5
7.1,10,5,6,7
7.4,26,7,8,9
6.5,25,3,4,5
6.7,66,4,5,6
6.5,10,8,9,10
7.1,50,6,7,8
4.6,7,4,5,6
8.6,33,9,10,11
6.8,19.7,4,5,6
5.7,6,6,7,8
5.5,30,6,7,8
7.8,17.9,10,11,12
7,110.2,5,6,7
6.8,12,5,6,7
7.4,225.6,3,4,5
6.7,25.7,5,6,7
6.5,33,4,5,6
6.5,33,4,5,6
4.6,10,5,6,7
6.4,15,4,5,6
7.1,13,8,9,10
6.7,11,4,5,6
6.6,30,4,5,6
6.5,10,3,4,5
5.1,33,4,5,6
5.3,11,5,6,7
6.6,16.1,3,4,5
6.5,8,9,10,11
7.7,17,5,6,7
7.5,33,5,6,7
7.1,125.6,5,6,7
6.7,12,3,4,5
7.8,15,3,4,5
5.2,27,4,5,6
6.5,15,4,5,6
6.6,20,4,5,6
6.6,25,6,7,8
6.5,576,0,1,1
8,30.5,5,6,7
6.3,14,7,8,9
7.8,115.6,5,6,7
6.5,15,6,7,8
6.5,11,7,8,9
7.9,35,5,6,7
6.8,15.4,4,5,6
6.6,10,5,6,7
7.5,40,8,9,10
6.5,301,2,3,4
6.5,103,7,8,9
6.5,577,0,1,2
5.3,15,3,4,5
6.7,40,4,5,6
5,10,5,6,7
4.9,25,3,4,5
6.8,12,3,4,5
7.8,626.2,2,3,4
5.8,16,6,7,8
6.5,10,6,7,8
6.7,14,7,8,9
7.2,10,8,9,10
7,24,5,6,7
6.4,17,7,8,9
6.7,11,6,7,8
8.4,33,6,7,8
6.8,5,8,9,10
6.4,21,4,5,6
6.5,24,4,5,6
6.5,176,2,3,4
5.1,22,6,7,8
6.8,18,5,6,7
5.9,38,4,5,6
6.7,23,3,4,5
9,21.6,9,10,11
6.6,10,7,8,9
7,46,5,6,7
7.6,15,7,8,9
7.1,10,8,9,10
6,69,4,5,6
8.1,30,5,6,7
6.9,27,3,4,5
6.2,30,6,7,8
5.9,10,5,6,7
6.7,26,7,8,9
8,35,9,10,11
6.6,25,4,5,6
7.1,42,6,7,8
7.7,9,7,8,9
6.6,10,2,3,4
6.6,107,4,5,6
6.6,106,3,4,5
8.2,60,9,10,11
6,30,6,7,8
7.7,60,7,8,9
7.9,94.5,5,6,7
6.6,14,4,5,6
6.7,71.9,3,4,5
6.7,11,2,3,4
6,34,7,8,9
6.6,24,6,7,8
5.9,6,6,7,8
7.8,15,9,10,11
7,68,5,6,7
6.5,27,5,6,7
6.8,33,4,5,6
7.3,8,6,7,8
7.2,177,5,6,7
7,22,6,7,8
6.5,28.737,5,6,7
7.9,42.6,5,6,7
7.5,50,6,7,8
6.7,10,2,3,4
5.7,73,3,4,5
7.1,33,4,5,6
7.1,27,6,7,8
6.2,5,4,5,6
4.5,15,5,6,7
7.4,29,4,5,6
6.5,90,5,6,7
5.8,11,8,9,10
8,644.8,2,3,4
7.1,15.462,5,6,7
5.9,33,4,5,6
5.9,13,7,8,9
7.1,40,4,5,6
4.8,10,4,5,6
6.8,18,5,6,7
6.7,100,6,7,8
7.5,5,7,8,9
6.8,7,8,9,10
6.6,10,2,3,4
8.7,36,4,5,6
8.4,30,9,10,11
6,23,4,5,6
7.1,25,7,8,9
6,12,5,6,7
6.1,88,3,4,5
6.6,33,6,7,8
5.4,15,5,6,7
7.8,24,1,2,3
6.9,20,5,6,7
6.7,21,4,5,6
6.7,29,6,7,8
7.6,33,4,5,6
5.8,48,6,7,8
7.4,36,4,5,6
6.5,15,4,5,6
6.5,196,2,3,4
6.5,622.73,0,1,2
6.6,40,4,5,6
6.9,28,7,8,9
6.5,17,5,6,7
6.7,23,4,5,6
6.6,39,4,5,6
6.9,10,5,6,7
5.6,15,6,7,8
4.7,7,5,6,7
6.6,16,4,5,6
6.8,18,5,6,7
7.8,30,5,6,7
6,38,3,4,5
6.8,51.798,5,6,7
6.5,28.737,5,6,7
7.3,13,8,9,10
6.6,15,7,8,9
6.3,12,5,6,7
7.6,15,4,5,6
6.6,11,7,8,9
7.8,31,5,6,7
6.8,150,3,4,5
7.1,18,8,9,10
6,10,5,6,7
6.7,200.7,2,3,4
6.2,5,4,5,6
6.7,12,5,6,7
7.4,10,3,4,5
6.8,5,2,3,4
4.8,9,4,5,6
6.7,14,7,8,9
7.3,22,7,8,9
6.3,18,6,7,8
7.2,24,6,7,8
6.6,27,3,4,5
7.9,40,7,8,9
5.9,16,6,7,8
7,44,4,5,6
6.7,66,4,5,6
7.1,12,2,3,4
7,9,3,4,5
8,644.8,2,3,4
6.9,29,2,3,4
4.8,10,5,6,7
7,10,4,5,6
6.6,591,1,2,3
7.7,50,5,6,7
4.8,15,6,7,8
6.8,33,4,5,6
8.1,230,5,6,7
9.2,25,9,10,11
6.6,11,4,5,6
6.9,10,3,4,5
7.7,10,7,8,9
7.3,40,4,5,6
6.9,8,7,8,9
6.3,31,2,3,4
6.3,18,6,7,8
7.1,42,5,6,7
5.2,10,3,4,5
6.6,212,2,3,4
7,22,3,4,5
6.7,12,3,4,5
7,115,5,6,7
6.9,41,4,5,6
6.8,21,3,4,5
6.6,25,6,7,8
7,43,5,6,7
5.1,11,5,6,7
6.6,30,4,5,6
8,33,4,5,6
7.9,49,6,7,8
7.5,25,6,7,8
8.6,40,7,8,9
6.6,181,2,3,4
6.8,82,4,5,6
6.8,10,3,4,5
6.9,43,4,5,6
7.1,43.063,5,6,7
6.7,10,3,4,5
7.6,22,6,7,8
7.4,43,5,6,7
6.6,16,6,7,8
6.5,10,3,4,5
7.6,24,5,6,7
7.4,43,5,6,7
7.4,35,7,8,9
6.9,25,3,4,5
6.5,30,2,3,4
5.2,10,5,6,7
7,24,5,6,7
6.7,16,6,7,8
5.2,10,6,7,8
6.6,15,7,8,9
6.4,10,6,7,8
7.1,60.53,5,6,7
6.5,12.26,5,6,7
7.3,15,8,9,10
6.7,33,2,3,4
6.9,535,1,2,3
7,33,5,6,7
7,23,5,6,7
5.6,10,5,6,7
7.6,88.8,4,5,6
6.5,22,4,5,6
7.9,60,5,6,7
6.7,100,6,7,8
6.6,15,6,7,8
7.9,109,6,7,8
7.7,17,6,7,8
7.5,5,7,8,9
6.5,529,1,2,3
7.6,33,5,6,7
6.8,42,4,5,6
6.5,20,5,6,7
6.5,33,7,8,9
6.7,27.4,4,5,6
6.5,8.382,7,8,9
5,10,2,3,4
6.7,5,6,7,8
7.5,145,5,6,7
7.4,150,8,9,10
6.8,38.12,4,5,6
8.1,33,5,6,7
9.5,33,10,11,12
6.5,10,4,5,6
7,115,5,6,7
6.9,20,3,4,5
5.4,35,7,8,9
5.6,12,6,7,8
7.2,19,5,6,7
6.2,19,5,6,7
6.9,60,6,7,8
6.9,56.6,3,4,5
6.7,25,6,7,8
6,8,6,7,8
7.6,90,5,6,7
7.3,20,8,9,10
6,12,5,6,7
7.6,15,6,7,8
7,39,5,6,7
6.9,115,2,3,4
5.6,21,5,6,7
7.5,10,7,8,9
7.9,48,4,5,6
6.3,15,6,7,8
6.8,21,5,6,7
7.2,42.6,4,5,6
7,185.1,3,4,5
7,18,5,6,7
6.9,174.8,3,4,5
8.2,25,4,5,6
7,33,4,5,6
6.5,622.73,0,1,2
6.6,16.1,3,4,5
8.3,598.1,3,4,5
6.5,42.9,4,5,6
6.5,44.26,1,2,3
7.5,30,6,7,8
4.6,5,3,4,5
7.1,10,3,4,5
6.6,9,5,6,7
6.9,26,5,6,7
6.8,50,3,4,5
6.4,37,3,4,5
5.1,5,4,5,6
7.7,44,5,6,7
7.7,20,8,9,10
6.2,10,4,5,6
6.6,10,7,8,9
6.6,19,3,4,5
6.5,13,6,7,8
5.7,54,7,8,9
4.5,33,4,5,6
8.1,90,6,7,8
6.6,19,5,6,7
7.7,22,6,7,8
6.5,37,4,5,6
7.2,70,7,8,9
6.6,62,5,6,7
6.8,220,3,4,5
7.7,33,5,6,7
6.7,10,7,8,9
6.4,23,6,7,8
7.5,280,3,4,5
6.1,15,5,6,7
6.8,87.2,5,6,7
7.6,15,7,8,9
6.5,10,5,6,7
7.1,27,6,7,8
6.9,24,5,6,7
7.4,55,5,6,7
5.4,55,5,6,7
7.8,47,6,7,8
7.1,39,5,6,7
6.8,602.2,1,2,3
6.6,39,5,6,7
6.7,22.91,5,6,7
7.4,20,6,7,8
6.8,42,4,5,6
6.1,88,3,4,5
6.7,30,3,4,5
7.8,33,5,6,7
5.1,11,5,6,7
7.4,30,7,8,9
5.8,33,5,6,7
8.4,25,8,9,10
7.3,19,5,6,7
6.5,33,4,5,6
7.7,44,6,7,8
9.1,29,6,7,8
6.5,33,4,5,6
6.7,34,4,5,6
7.1,40.7,5,6,7
6.3,12,5,6,7
4.6,19,6,7,8
6.7,34,3,4,5
6.1,9,3,4,5
7.6,25,7,8,9
6.6,12,2,3,4
6,33,6,7,8
6.7,11,5,6,7
6.6,33,4,5,6
6.5,34,4,5,6
6,9,4,5,6
6,18,1,2,3
9.1,29,7,8,9
6.8,60,9,10,11
6.6,16,4,5,6
7.1,46,5,6,7
7.2,19,5,6,7
7.4,30,5,6,7
6.4,15,8,9,10
7.3,170,4,5,6
7,24,5,6,7
7.8,8.22,7,8,9
5.8,11,5,6,7
5.5,11,6,7,8
5.8,11,3,4,5
5.5,15,5,6,7
7.5,43.37,4,5,6
7.7,44,6,7,8
8.3,22.44,6,7,8
6.5,18,5,6,7
6,82,3,4,5
6.3,19,6,7,8
6.5,10,3,4,5
6.5,10,4,5,6
7,150,7,8,9
5.6,34,5,6,7
7,22,3,4,5
6.5,10,3,4,5
7,58,7,8,9
5.4,13,4,5,6
7.7,33,8,9,10
6.6,107,4,5,6
7,20,3,4,5
7.5,91,6,7,8
7.1,16,5,6,7
6.5,10,3,4,5
5.4,7,7,8,9
6.8,11.6,7,8,9
5.3,33,5,6,7
6.4,126,3,4,5
7,22,3,4,5
5.5,10,6,7,8
7.4,18.5,8,9,10
6.7,20.49,5,6,7
8,100,5,6,7
6.5,10,6,7,8
6.3,33,4,5,6
6.3,2,6,7,8
8,45.6,6,7,8
7,552.06,4,5,6
7.9,30,7,8,9
6.5,112,3,4,5
7,60.21,3,4,5
7.5,8.7,4,5,6
8.1,28.93,6,7,8
5.3,33,6,7,8
5.4,35,7,8,9
7.5,126,6,7,8
6.5,24,4,5,6
7.2,32,4,5,6
7.8,14,5,6,7
6.9,27,3,4,5
7,12,6,7,8
6.9,132,6,7,8
6.3,79,5,6,7
6.8,33,4,5,6
6.6,21,5,6,7
7.8,25,7,8,9
6.5,19.36,6,7,8
6,10,7,8,9
7.1,434,4,5,6
6.8,35,5,6,7
6.7,66,4,5,6
6.7,22,2,3,4
6.5,10,2,3,4
7.1,206.7,3,4,5
6.9,33,4,5,6
6.7,24,1,2,3
6.4,8,7,8,9
7.2,16,8,9,10
6.5,17,2,3,4
7.9,19,7,8,9
7.1,10,5,6,7
7.5,18,5,6,7
5.7,5,7,8,9
5.5,10,3,4,5
6.5,34,4,5,6
6.8,20,4,5,6
8.2,47.4,7,8,9
8,40,6,7,8
6.5,25,2,3,4
5.5,33,4,5,6
7.6,25,5,6,7
9.2,33,8,9,10
7.4,24,5,6,7
6.6,53.19,4,5,6
5.8,25,6,7,8
7.2,36,5,6,7
6.8,12.59,4,5,6
6,27,5,6,7
7.5,18,4,5,6
6.7,33,4,5,6
7.5,38,4,5,6
8,35,9,10,11
7,130,5,6,7
6.4,21,3,4,5
7.6,15,4,5,6
7.9,4.2,7,8,9
7.1,28.4,4,5,6
8,25,7,8,9
8.3,10,4,5,6
6.8,46,5,6,7
7.8,74,6,7,8
7.5,38,4,5,6
7.1,40,4,5,6
6.6,13,3,4,5
6.8,27,8,9,10
8,20,7,8,9
6.7,9,2,3,4
6.2,13,8,9,10
